Row,score1,score2,score3,score4
AT1G01270.1,0.229847762295347,0.265121458112373,0.190594479745479,0.3144362998468
AT1G01380.1,0.675411322584337,0.198853557793157,0.0768676720236954,0.0488674475988105
AT1G01453.1,0.0834431133646212,0.0251843700874225,0.878981569446305,0.0123909471016512
AT1G01453.2,0.0885750060736692,0.0270008273248939,0.871097549303764,0.0133266172976724
AT1G01480.1,0.185864653907397,0.64783387143216,0.0498099584392852,0.116491516221157
AT1G01580.1,0.158924040655112,0.376511665664562,0.0707243641323773,0.393839929547948
AT1G01600.1,0.928932032053403,0.0384049638304715,0.0235761966394891,0.00908680747663676
AT1G01620.1,0.0880994655380523,0.637453727664246,0.0285721493845133,0.245874657413188
AT1G01620.2,0.0882396968371858,0.63730377867675,0.0286217918834776,0.245834732602586
AT1G01640.2,0.887673938080465,0.0392461164739551,0.0614222819462612,0.0116576634993187
AT1G01640.1,0.886319603199493,0.0399272599554387,0.0619311837867959,0.011821953058273
AT1G01650.1,0.764943177798824,0.0778324574930217,0.130627813569317,0.0265965511388372
AT1G01650.2,0.765444523493522,0.0777406991385738,0.130263329663787,0.0265514477041165
AT1G01725.1,0.854024021305685,0.0741493846635009,0.0523540766571279,0.0194725173736858
AT1G01750.1,0.150737626031342,0.0360127592135253,0.797288741548022,0.0159608732071101
AT1G01770.1,0.734314900342236,0.142922249274384,0.0865947191244745,0.0361681312589058
AT1G02050.1,0.809996202167988,0.102694300317076,0.0614152137100764,0.0258942838048595
AT1G02205.3,0.540927619349475,0.29292273373686,0.0978269450881007,0.0683227018255645
AT1G02205.1,0.531922708210071,0.306552273214674,0.0932011814004942,0.0683238371747614
AT1G02205.2,0.531922647534433,0.306464215909993,0.0932684811466291,0.068344655408945
AT1G02460.1,0.708404693562886,0.155587230678096,0.0910043379352798,0.0450037378237374
AT1G02570.1,0.304460023114628,0.0705871036979365,0.594641992274569,0.0303108809128664
AT1G02770.1,0.160414046652488,0.721171875196874,0.0355574662264624,0.0828566119241756
AT1G02800.1,0.396323170592758,0.400198230338114,0.0887261925711528,0.114752406497976
AT1G02900.1,0.781213555267016,0.0857963198664553,0.10540256546198,0.0275875594045488
AT1G02920.1,0.763178733253932,0.0576335617109999,0.159099743227206,0.0200879618078617
AT1G02930.1,0.571535428821889,0.101604782236344,0.285454747867092,0.0414050410746752
AT1G02930.2,0.555760693181567,0.102000960303334,0.300177528616455,0.0420608178986436
AT1G03090.1,0.323854457166224,0.104699295448452,0.52514873657223,0.0462975108130933
AT1G03090.2,0.323315493085826,0.104146195437222,0.526497213952403,0.0460410975245497
AT1G03120.1,0.1247519175143,0.558816444595857,0.0428179903125055,0.273613647577338
AT1G03130.1,0.414723627357339,0.425566181051104,0.0824715625262373,0.0772386290653198
AT1G03630.1,0.0171996559943373,0.955751581590915,0.00444363252936931,0.022605129885378
AT1G03630.2,0.0171995574522152,0.955752217374392,0.00444358754950152,0.0226046376238917
AT1G03700.1,0.121646759564502,0.239733803938196,0.0717350226618273,0.566884413835474
AT1G03820.1,0.0569549493526245,0.183709439402692,0.0268619864809773,0.732473624763706
AT1G03850.2,0.0422456729073815,0.87610128696652,0.0114078296648426,0.0702452104612557
AT1G03970.1,0.713023126526832,0.146091988057226,0.102284123884435,0.0386007615315075
AT1G04140.1,0.317193866739321,0.562821817980543,0.0537219494491104,0.0662623658310256
AT1G04140.2,0.317115574740765,0.562935107822793,0.0537004091976729,0.0662489082387696
AT1G04180.1,0.326324401153519,0.112829886411229,0.501733247538353,0.0591124648968994
AT1G04220.1,0.771094043582827,0.132082184429336,0.0662106212077699,0.0306131507800675
AT1G04310.1,0.432074610319423,0.0704210196671763,0.468486334411558,0.0290180356018433
AT1G04360.1,0.103334632707102,0.762947104605012,0.0298341827848125,0.103884079903074
AT1G04660.1,0.087820730073518,0.187576683446092,0.0485901795056226,0.676012406974767
AT1G04800.1,0.122134769785041,0.680308824253378,0.0365903755050795,0.160966030456502
AT1G04980.1,0.155483162968483,0.750353496042667,0.0319777628356035,0.062185578153246
AT1G05000.1,0.590814440107844,0.242488571749477,0.0964263105887949,0.0702706775538842
AT1G05000.2,0.594969116655623,0.239233338184187,0.0964223870194945,0.0693751581406959
AT1G05010.1,0.186483281482541,0.0777329959098115,0.691690181710875,0.0440935408967732
AT1G05020.1,0.17265269486461,0.0730540635413869,0.712399658645456,0.0418935829485472
AT1G05220.1,0.277805881431989,0.504287222345703,0.0765703608010557,0.141336535421251
AT1G05240.1,0.0793342624774679,0.019766944301001,0.89204265317542,0.00885614004611096
AT1G05250.1,0.0678483840263252,0.0178223834551909,0.906178528776617,0.00815070374186749
AT1G05300.1,0.0928853258762046,0.448720581038452,0.0341016044438195,0.424292488641524
AT1G05450.2,0.0457467017497729,0.137602695028525,0.0213368437515118,0.795313759470191
AT1G05450.1,0.0775419460934615,0.19073222557657,0.0392057024418412,0.692520125888127
AT1G05660.1,0.108588858601994,0.215242359377467,0.0631500231265048,0.613018758894034
AT1G05890.2,0.628835098851402,0.245378162515557,0.0746346892240173,0.0511520494090242
AT1G05990.1,0.206877666254881,0.081311221072963,0.6684764795957,0.0433346330764568
AT1G06030.1,0.231801876554575,0.106297704431079,0.603428380486245,0.0584720385281001
AT1G06080.1,0.205289074149824,0.0956670285331749,0.642244382913485,0.0567995144035165
AT1G06180.1,0.0559125679082337,0.747867955349345,0.017431775321416,0.178787701421005
AT1G06330.1,0.175641997348829,0.0590790603743598,0.735155294764772,0.0301236475120387
AT1G06360.1,0.0626471472253043,0.261115218841142,0.0237476041157106,0.652490029817843
AT1G06520.1,0.0649678588934912,0.218181094739457,0.0276754227595444,0.689175623607507
AT1G06570.1,0.402844695477964,0.161462193562736,0.364548805435086,0.0711443055242132
AT1G06570.2,0.40284516630635,0.161462221037759,0.364548389091595,0.0711442235642966
AT1G06830.1,0.0896674832301336,0.261246523588499,0.0411256665322616,0.607960326649106
AT1G06923.1,0.609336001557195,0.0879458234533994,0.271232510779467,0.0314856642099379
AT1G06930.1,0.391863278391935,0.384079955007978,0.0945839968354802,0.129472769764607
AT1G06980.1,0.250156997281892,0.601074946504447,0.0587495033282591,0.0900185528854021
AT1G07000.1,0.895849213128836,0.0593913651619551,0.0311617175475908,0.0135977041616178
AT1G07040.1,0.74053565069391,0.128057663509233,0.0962562127613086,0.0351504730355479
AT1G07128.1,0.669288530811506,0.196560442041896,0.0884533686675016,0.0456976584790962
AT1G07150.2,0.596495757003559,0.266429096346282,0.0770289650705025,0.0600461815796561
AT1G07150.1,0.596510263504735,0.266414902477125,0.077030397867825,0.060044436150315
AT1G07230.1,0.813107728454134,0.103994316134651,0.0581726852228501,0.0247252701883656
AT1G07260.1,0.89924647303412,0.053935984331235,0.0329980899957729,0.013819452638872
AT1G07300.1,0.731596316363493,0.0700659331259177,0.174747442679536,0.023590307831054
AT1G07310.1,0.798397030052507,0.127809872202024,0.0468809145290195,0.0269121832164492
AT1G07440.2,0.807310188948115,0.0776052640121909,0.0923616121892716,0.0227229348504224
AT1G07440.1,0.80506080998688,0.0786920898189614,0.0932181525860794,0.0230289476080787
AT1G07640.1,0.885185165165497,0.064518628991245,0.0347625164290916,0.0155336894141662
AT1G07690.1,0.318285554871604,0.0995913274456162,0.537195082870433,0.0449280348123468
AT1G07720.1,0.148274429524173,0.69560481334625,0.0430412641209361,0.113079493008641
AT1G07795.1,0.53327404941825,0.141816021669113,0.268551814939829,0.0563581139728074
AT1G08005.1,0.14521854510945,0.359492022611209,0.0695416234804483,0.425747808798893
AT1G08010.2,0.859901478779158,0.0842857091599157,0.0371663812147504,0.0186464308461757
AT1G08115.1,0.232588595286338,0.582894927973607,0.0617692862428313,0.122747190497223
AT1G08320.2,0.106861512747364,0.795830989673363,0.0245359196021991,0.0727715779770745
AT1G08390.1,0.400173629486453,0.437561108548896,0.0756748239518096,0.0865904380128407
AT1G08430.1,0.272599621246696,0.566587063740784,0.0606528884133971,0.100160426599123
AT1G08630.3,0.257117072681903,0.162464746090562,0.468473700855278,0.111944480372257
AT1G08630.1,0.257171021398021,0.162670499887928,0.468058478350628,0.112100000363424
AT1G08630.4,0.257034578208426,0.162402899973539,0.468813225827051,0.111749295990984
AT1G08630.2,0.25704639599044,0.162434214302195,0.468738514711588,0.111780874995777
AT1G08630.5,0.257071508350375,0.16234676050038,0.468928115660783,0.111653615488462
AT1G08650.2,0.535633892719446,0.303032111766332,0.0963486015425011,0.0649853939717205
AT1G08930.1,0.77512866863034,0.108188482734346,0.0853517270754408,0.0313311215598734
AT1G08930.2,0.774928148479761,0.108257950094454,0.0854508577036864,0.0313630437220987
AT1G08940.1,0.769685202928882,0.128064287380318,0.0722885868025513,0.0299619228882488
AT1G08990.1,0.086085398120691,0.344640168473993,0.0340111113816353,0.535263322023681
AT1G09240.1,0.449015568657649,0.232118447038227,0.204408572968163,0.114457411335961
AT1G09350.1,0.0581479740487206,0.147774350699496,0.0299092629720674,0.764168412279716
AT1G09380.1,0.24761281614125,0.39008428654876,0.0971296397425601,0.265173257567429
AT1G09500.1,0.0856085457407315,0.197326086827366,0.0430439846100493,0.674021382821853
AT1G09530.1,0.669787110053653,0.0914034896590908,0.204947395727749,0.0338620045595074
AT1G09530.2,0.669607739386373,0.0917381203731608,0.204677945817841,0.0339761944226254
AT1G09710.2,0.155455518330611,0.726606884454448,0.035114264720977,0.082823332493964
AT1G09812.1,0.11652078688813,0.314874345103981,0.0577033499478626,0.510901518060026
AT1G09932.1,0.563803550875336,0.1967401618193,0.175035400748214,0.0644208865571502
AT1G09932.2,0.57026197089969,0.191346755732725,0.175704886022431,0.0626863873451533
AT1G09950.1,0.12631128882442,0.551916581750412,0.0471488937823839,0.274623235642784
AT1G09960.1,0.132993049853544,0.620213384720273,0.038410338856687,0.208383226569496
AT1G10020.1,0.742230859167437,0.159480837815652,0.0635046361085372,0.0347836669083735
AT1G10060.1,0.151602367339656,0.0466866989221305,0.779031631703081,0.0226793020351326
AT1G10060.2,0.145691381868736,0.0433803336213701,0.790121427252535,0.020806857257359
AT1G10060.3,0.17609928595586,0.0481068398387392,0.753564317560816,0.022229556644585
AT1G10070.1,0.226165692511232,0.0934384046006844,0.631363683010513,0.0490322198775712
AT1G10070.2,0.227473943083391,0.0944094351662366,0.628530791657774,0.0495858300925984
AT1G10070.3,0.227599128400753,0.0944837505985705,0.628298499791657,0.0496186212090198
AT1G10140.1,0.654908532855027,0.0681928587560638,0.251891592649812,0.0250070157390978
AT1G10160.1,0.773042019784381,0.0882814780736919,0.109851985985194,0.0288245161567329
AT1G10210.1,0.81338807294879,0.115697560104648,0.0463042873261747,0.0246100796203873
AT1G10210.2,0.811173617021541,0.11739146237059,0.0465517360605465,0.0248831845473225
AT1G10360.1,0.0266118811836222,0.135063799596297,0.010543163338372,0.827781155881709
AT1G10370.1,0.0759359846071087,0.737620520095592,0.0233846218365983,0.163058873460701
AT1G10380.1,0.61260558986688,0.243134376350154,0.0843740394574543,0.0598859943255117
AT1G10400.1,0.798140709779921,0.0924812293649331,0.0836839881519997,0.0256940727031463
AT1G10480.1,0.055438293423703,0.467542953179617,0.0194070771770875,0.457611676219593
AT1G10970.1,0.128354419081396,0.59676065350603,0.0388873008013118,0.235997626611262
AT1G10990.1,0.785012109461026,0.0852729876038145,0.10454582688599,0.0251690760491698
AT1G10990.2,0.761430908231027,0.0954413472789217,0.114885497771955,0.0282422467180966
AT1G11120.1,0.163350595557414,0.695490000104622,0.0444537167654165,0.0967056875725473
AT1G11120.2,0.163914183926236,0.6952127553462,0.0445015281036552,0.0963715326239087
AT1G11125.1,0.0779804696060683,0.706649904390523,0.0250563637487597,0.190313262254649
AT1G11175.1,0.386705608677563,0.338559656794589,0.161284185677399,0.113450548850449
AT1G11185.1,0.205857196221613,0.0890339152953036,0.652483250060748,0.0526256384223351
AT1G11210.1,0.743377452948331,0.0965374335818604,0.13126301526016,0.0288220982096487
AT1G11260.1,0.622190026999728,0.0654014282445227,0.288582466182762,0.023826078572987
AT1G11530.1,0.879953207353288,0.041372907081196,0.0660038963048052,0.0126699892607108
AT1G11540.1,0.525304390655128,0.0942093383501852,0.343221454692314,0.037264816302373
AT1G11655.1,0.454175089898927,0.0868596529140157,0.424088221276993,0.0348770359100648
AT1G11700.1,0.166330776502837,0.719549666714105,0.037487027786671,0.0766325289963868
AT1G11800.1,0.444524129232495,0.418077815392519,0.0718560806260696,0.0655419747489166
AT1G11840.5,0.100146383286917,0.822452800491652,0.0218148473832795,0.0555859688381512
AT1G11840.2,0.100146057495206,0.822453382081434,0.0218147696302926,0.0555857907930678
AT1G11840.6,0.0995479011291516,0.823264109432819,0.0217057980009549,0.0554821914370744
AT1G11840.1,0.0999925648057679,0.822635885971006,0.0217885930249944,0.0555829561982317
AT1G11840.3,0.0998575266970431,0.822815131258435,0.0217659439476105,0.0555613980969115
AT1G11840.4,0.0999977702649719,0.822585939983126,0.0217947749135553,0.0556215148383463
AT1G11920.1,0.207187175125946,0.0943112681126852,0.646965036898089,0.0515365198632802
AT1G11960.1,0.0737907035968032,0.850726578493454,0.0188403666682926,0.0566423512414505
AT1G12040.1,0.104261452627796,0.0313999165081716,0.849455008218654,0.0148836226453782
AT1G12064.1,0.0142268731636289,0.050608710076004,0.00619291235416713,0.9289715044062
AT1G12330.1,0.111498822233862,0.754856685625508,0.0305152922778085,0.103129199862821
AT1G12440.2,0.827434112020545,0.0956509611090308,0.0532671096023211,0.023647817268103
AT1G12500.1,0.289047425717098,0.589827884361219,0.0523757493460178,0.0687489405756647
AT1G12560.1,0.0800692430288481,0.0204579137590966,0.890089543123915,0.00938330008814047
AT1G12672.2,0.161387249320236,0.0495759378729936,0.766244702520201,0.0227921102865689
AT1G12672.1,0.135278553435883,0.0422308938817955,0.80245349416829,0.0200370585140317
AT1G12890.1,0.1076632056985,0.564027873083514,0.034635930924209,0.293672990293776
AT1G12950.1,0.166258047573434,0.0394048095015839,0.776929034638876,0.0174081082861059
AT1G13080.2,0.0546362889610147,0.73847144037392,0.0173283052884737,0.189563965376592
AT1G13080.1,0.0546614252770646,0.736565846012209,0.0173526800710384,0.191420048639688
AT1G13100.1,0.819151829161349,0.0859214073683311,0.0711571308041007,0.0237696326662191
AT1G13250.1,0.749320375503541,0.0558308777879961,0.175175414995587,0.0196733317128755
AT1G13430.1,0.513862276657881,0.0743781947535358,0.382487424182107,0.0292721044064766
AT1G13448.1,0.64915820271834,0.105210647326008,0.209813172424876,0.0358179775307761
AT1G13635.1,0.100554659207185,0.330319634031162,0.0410322187269922,0.52809348803466
AT1G13670.1,0.774459513554681,0.100964637257548,0.095487256542261,0.0290885926455099
AT1G13710.1,0.0733422045460549,0.782403779549437,0.0226269907352657,0.121627025169242
AT1G13900.1,0.369078979911907,0.478876363098939,0.0745225449707268,0.0775221120184278
AT1G13910.1,0.825054201859408,0.101364537269871,0.0508521724855417,0.0227290883851789
AT1G13930.2,0.606334534784319,0.228204250243713,0.10323354050807,0.0622276744638979
AT1G13930.3,0.606334622372266,0.228204451449301,0.103233290048744,0.0622276361296884
AT1G13930.1,0.607036484160176,0.227485357360009,0.103377681556895,0.0621004769229191
AT1G14210.1,0.845621726118116,0.0557248077824875,0.0823844456628131,0.016269020436583
AT1G14240.2,0.0442356186368256,0.144137322079046,0.0192585714162645,0.792368487867864
AT1G14240.1,0.0454254772317757,0.147772980000456,0.0197669298761616,0.787034612891607
AT1G14240.3,0.045156424104539,0.147054186554899,0.0196476050675539,0.788141784273008
AT1G14240.4,0.0446572762628968,0.145410662263987,0.019433407127449,0.790498654345667
AT1G14700.1,0.0894552758816302,0.414793839746964,0.0340449316842149,0.461705952687191
AT1G14700.2,0.0894552509703888,0.414793790771446,0.0340449255054622,0.461706032752703
AT1G14790.1,0.675032831283412,0.19959735827268,0.0779659668205932,0.0474038436233152
AT1G14890.1,0.639946699069051,0.0676963229961408,0.268161189729825,0.0241957882049836
AT1G14960.1,0.0474689648472264,0.196398421869395,0.0186609281613094,0.737471685122069
